Column1;name;path;preset1;preset2;preset3;preset4;preset5;preset6;preset7;preset8;preset9;preset10;preset11;preset12;preset13;preset15;preset16;value
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer14;4_SourceFour_LEDSeries2_5deg_Lustr_10:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_10:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Dimmer15;4_SourceFour_LEDSeries2_5deg_Lustr_11:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_11:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
Dimmer16;4_SourceFour_LEDSeries2_5deg_Lustr_12:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11299999803304672;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_12:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0
Dimmer17;4_SourceFour_LEDSeries2_5deg_Lustr_13:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_13:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Dimmer18;4_SourceFour_LEDSeries2_5deg_Lustr_14:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_14:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer19;4_SourceFour_LEDSeries2_5deg_Lustr_15:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_15:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer20;4_SourceFour_LEDSeries2_5deg_Lustr_16:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_16:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer21;4_SourceFour_LEDSeries2_5deg_Lustr_17:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_17:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer22;4_SourceFour_LEDSeries2_5deg_Lustr_18:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_18:Fanctrl;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Red;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.16599999368190765;0.16599999368190765;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Lime;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.27000001072883606;0.27000001072883606;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Amber;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.22599999606609344;0.22599999606609344;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Green;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.375;0.375;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Cyan;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Blue;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Indigo;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.9903720617294312;0.9903720617294312;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9903720617294312;1.0;1.0
Dimmer23;4_SourceFour_LEDSeries2_5deg_Lustr_19:Intensity;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;4_SourceFour_LEDSeries2_5deg_Lustr_19:Strobe;/lighting/fixtures/4_SourceFour_LEDSeries2_5deg_Lustr_19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
